Student{id=9093, firstName=mqyhlGIkqPZpmedambqbTdApmMIuKv, lastName=AXFNZuqekdsXbTsTbSsizPMAoDjbZy, birthday=1999-11-06, GPA=7.4}
Student{id=8922, firstName=aemXMnNLbuQhNtQRbduGdGDanjyGAi, lastName=CfAIpyvUMbBjUcoeudsqRqIFtlXKiU, birthday=2000-06-04, GPA=3.8}
Student{id=3793, firstName=bDgBezefYeiPJKVivzvkHSTdEDrjFE, lastName=CvDwtGkQJVvRSFoZaVBkyNyLOvqEZj, birthday=1999-12-06, GPA=2.4}
Student{id=5626, firstName=JbHZCDFgXqoTLSvQkvjzKDvaZoOyUL, lastName=CvkcNVKGtuGyvHYwNwLUdbiqpYVvUK, birthday=1999-04-12, GPA=1.4}
Student{id=6346, firstName=kNUqsHWsacUhIuHXyBsERTNHOFdbFy, lastName=DEfdQcMOJyasdTLiRpCYlltVPgnfaC, birthday=1999-12-28, GPA=4.6}
Student{id=2873, firstName=eGlvYGyCoghdEEODZQjVESECmXGDws, lastName=DGStEYwkRGXplnDkTFljUvdbgYyOpc, birthday=2001-08-10, GPA=6.3}
Student{id=767, firstName=pLYHFdLYWYfwhSSefnXaBcGrSYlDrq, lastName=AivezTaNgOjgQzaoqUDmnXdKSOTaAF, birthday=2001-02-08, GPA=0.1}
Student{id=2921, firstName=UfYPHiUBjlTbbbOggyodbuYmKrRdyG, lastName=AtSucDRPgoyHvZmugcKkjwSMsKEUvm, birthday=2002-07-07, GPA=8.5}
Student{id=2899, firstName=SeKPcWvRjCJiKkiIeaZrAhvmkBwwlp, lastName=BVWFnBQesLgJRyYkHltuBFryGacAOH, birthday=2001-03-26, GPA=4.1}
Student{id=8513, firstName=PvzPXkZXBykhfVKIwKEGNAKWTOCvlr, lastName=BaTMcsHBssVENgvTSiKVlMTBDNuqii, birthday=2002-02-10, GPA=2.2}
Student{id=3834, firstName=dyULManECSKbRWCfRyoeLhyQGDuRom, lastName=BnYnhuvFvagCVeqKPfQcjutOhfIgoL, birthday=2002-01-27, GPA=1.9}
Student{id=8922, firstName=aemXMnNLbuQhNtQRbduGdGDanjyGAi, lastName=CfAIpyvUMbBjUcoeudsqRqIFtlXKiU, birthday=2000-06-04, GPA=3.8}
Student{id=3793, firstName=bDgBezefYeiPJKVivzvkHSTdEDrjFE, lastName=CvDwtGkQJVvRSFoZaVBkyNyLOvqEZj, birthday=1999-12-06, GPA=2.4}
Student{id=5626, firstName=JbHZCDFgXqoTLSvQkvjzKDvaZoOyUL, lastName=CvkcNVKGtuGyvHYwNwLUdbiqpYVvUK, birthday=1999-04-12, GPA=1.4}
Student{id=6346, firstName=kNUqsHWsacUhIuHXyBsERTNHOFdbFy, lastName=DEfdQcMOJyasdTLiRpCYlltVPgnfaC, birthday=1999-12-28, GPA=4.6}
Student{id=2873, firstName=eGlvYGyCoghdEEODZQjVESECmXGDws, lastName=DGStEYwkRGXplnDkTFljUvdbgYyOpc, birthday=2001-08-10, GPA=6.3}
Student{id=6791, firstName=nBDowOLVrQWqFvpGupSUKeEiRbFuzq, lastName=gJnfCSIfbDJGleVRcLTrzeJTcpNvft, birthday=1999-01-08, GPA=0.5}
Student{id=929, firstName=wBzfjfESMevmwIHfZwvaOpKnEaVIeQ, lastName=fsCRzyfyAvocBzrrBVXPSBHIfEgJvf, birthday=1999-01-20, GPA=3.2}
Student{id=4710, firstName=hYTZDGRfXfgeIudmXFfzMcsHVNLUFt, lastName=EQaTbLdXGIulVBMzXBzBfXhgGhcvJv, birthday=1999-01-26, GPA=3.4}
Student{id=5300, firstName=ssdpZapgRaFjRDfMESsIctfPQlPwBM, lastName=ZYfIIcVFUcOyLOmMPlfuOIZAzKGPor, birthday=1999-01-26, GPA=8.9}
Student{id=6710, firstName=OuTltsJaQoZrFbhEbApLjHZzFfTpXo, lastName=DqwqwLHdXajKEOXehKzOcfRMCZbShI, birthday=1999-02-23, GPA=1.7}
Student{id=659, firstName=AZFYRPeTHvMcssvuXWirmVpmwjvEhu, lastName=TfWQpYFHJfqywFylsidhhRjthZYwdS, birthday=1999-02-26, GPA=5.9}
Student{id=7933, firstName=ZCbjkzbYwWZDMlcSAlvLZeyAyiFPVR, lastName=GDQlpCvoGuoFwcYvmLfnciqUrZWRXP, birthday=1999-03-04, GPA=3.4}
Student{id=6746, firstName=wKWMgGnaRyIXsYoppaveITdCndBEwK, lastName=vTjIYcGjoddTRoUsDaIXPjRynwjHap, birthday=1999-03-22, GPA=2.3}
Student{id=16, firstName=oCYLyPpsSlfiSPGkMTgqAHdvTaWiML, lastName=wFEnDpzLWXjHNTVyOmDiqRfjPKTQjP, birthday=1999-03-29, GPA=2.8}
Student{id=1632, firstName=WgbCohqmqrQYToincOQSkLESucAYJl, lastName=TtEVpTqsAbjSgliGXKcRfbpGcwXUlQ, birthday=1999-03-31, GPA=3.6}
Student{id=6791, firstName=nBDowOLVrQWqFvpGupSUKeEiRbFuzq, lastName=gJnfCSIfbDJGleVRcLTrzeJTcpNvft, birthday=1999-01-08, GPA=0.5}
Student{id=929, firstName=wBzfjfESMevmwIHfZwvaOpKnEaVIeQ, lastName=fsCRzyfyAvocBzrrBVXPSBHIfEgJvf, birthday=1999-01-20, GPA=3.2}
Student{id=4710, firstName=hYTZDGRfXfgeIudmXFfzMcsHVNLUFt, lastName=EQaTbLdXGIulVBMzXBzBfXhgGhcvJv, birthday=1999-01-26, GPA=3.4}
Student{id=5300, firstName=ssdpZapgRaFjRDfMESsIctfPQlPwBM, lastName=ZYfIIcVFUcOyLOmMPlfuOIZAzKGPor, birthday=1999-01-26, GPA=8.9}
Student{id=6710, firstName=OuTltsJaQoZrFbhEbApLjHZzFfTpXo, lastName=DqwqwLHdXajKEOXehKzOcfRMCZbShI, birthday=1999-02-23, GPA=1.7}
Student{id=659, firstName=AZFYRPeTHvMcssvuXWirmVpmwjvEhu, lastName=TfWQpYFHJfqywFylsidhhRjthZYwdS, birthday=1999-02-26, GPA=5.9}
Student{id=7933, firstName=ZCbjkzbYwWZDMlcSAlvLZeyAyiFPVR, lastName=GDQlpCvoGuoFwcYvmLfnciqUrZWRXP, birthday=1999-03-04, GPA=3.4}
Student{id=6746, firstName=wKWMgGnaRyIXsYoppaveITdCndBEwK, lastName=vTjIYcGjoddTRoUsDaIXPjRynwjHap, birthday=1999-03-22, GPA=2.3}
Student{id=16, firstName=oCYLyPpsSlfiSPGkMTgqAHdvTaWiML, lastName=wFEnDpzLWXjHNTVyOmDiqRfjPKTQjP, birthday=1999-03-29, GPA=2.8}
Student{id=1632, firstName=WgbCohqmqrQYToincOQSkLESucAYJl, lastName=TtEVpTqsAbjSgliGXKcRfbpGcwXUlQ, birthday=1999-03-31, GPA=3.6}
Student{id=6791, firstName=nBDowOLVrQWqFvpGupSUKeEiRbFuzq, lastName=gJnfCSIfbDJGleVRcLTrzeJTcpNvft, birthday=1999-01-08, GPA=0.5}
Student{id=929, firstName=wBzfjfESMevmwIHfZwvaOpKnEaVIeQ, lastName=fsCRzyfyAvocBzrrBVXPSBHIfEgJvf, birthday=1999-01-20, GPA=3.2}
Student{id=4710, firstName=hYTZDGRfXfgeIudmXFfzMcsHVNLUFt, lastName=EQaTbLdXGIulVBMzXBzBfXhgGhcvJv, birthday=1999-01-26, GPA=3.4}
Student{id=5300, firstName=ssdpZapgRaFjRDfMESsIctfPQlPwBM, lastName=ZYfIIcVFUcOyLOmMPlfuOIZAzKGPor, birthday=1999-01-26, GPA=8.9}
Student{id=6710, firstName=OuTltsJaQoZrFbhEbApLjHZzFfTpXo, lastName=DqwqwLHdXajKEOXehKzOcfRMCZbShI, birthday=1999-02-23, GPA=1.7}
Student{id=659, firstName=AZFYRPeTHvMcssvuXWirmVpmwjvEhu, lastName=TfWQpYFHJfqywFylsidhhRjthZYwdS, birthday=1999-02-26, GPA=5.9}
Student{id=7933, firstName=ZCbjkzbYwWZDMlcSAlvLZeyAyiFPVR, lastName=GDQlpCvoGuoFwcYvmLfnciqUrZWRXP, birthday=1999-03-04, GPA=3.4}
Student{id=6746, firstName=wKWMgGnaRyIXsYoppaveITdCndBEwK, lastName=vTjIYcGjoddTRoUsDaIXPjRynwjHap, birthday=1999-03-22, GPA=2.3}
Student{id=16, firstName=oCYLyPpsSlfiSPGkMTgqAHdvTaWiML, lastName=wFEnDpzLWXjHNTVyOmDiqRfjPKTQjP, birthday=1999-03-29, GPA=2.8}
Student{id=1632, firstName=WgbCohqmqrQYToincOQSkLESucAYJl, lastName=TtEVpTqsAbjSgliGXKcRfbpGcwXUlQ, birthday=1999-03-31, GPA=3.6}
Student{id=6791, firstName=nBDowOLVrQWqFvpGupSUKeEiRbFuzq, lastName=gJnfCSIfbDJGleVRcLTrzeJTcpNvft, birthday=1999-01-08, GPA=0.5}
Student{id=929, firstName=wBzfjfESMevmwIHfZwvaOpKnEaVIeQ, lastName=fsCRzyfyAvocBzrrBVXPSBHIfEgJvf, birthday=1999-01-20, GPA=3.2}
Student{id=4710, firstName=hYTZDGRfXfgeIudmXFfzMcsHVNLUFt, lastName=EQaTbLdXGIulVBMzXBzBfXhgGhcvJv, birthday=1999-01-26, GPA=3.4}
Student{id=5300, firstName=ssdpZapgRaFjRDfMESsIctfPQlPwBM, lastName=ZYfIIcVFUcOyLOmMPlfuOIZAzKGPor, birthday=1999-01-26, GPA=8.9}
Student{id=6710, firstName=OuTltsJaQoZrFbhEbApLjHZzFfTpXo, lastName=DqwqwLHdXajKEOXehKzOcfRMCZbShI, birthday=1999-02-23, GPA=1.7}
Student{id=659, firstName=AZFYRPeTHvMcssvuXWirmVpmwjvEhu, lastName=TfWQpYFHJfqywFylsidhhRjthZYwdS, birthday=1999-02-26, GPA=5.9}
Student{id=7933, firstName=ZCbjkzbYwWZDMlcSAlvLZeyAyiFPVR, lastName=GDQlpCvoGuoFwcYvmLfnciqUrZWRXP, birthday=1999-03-04, GPA=3.4}
Student{id=6746, firstName=wKWMgGnaRyIXsYoppaveITdCndBEwK, lastName=vTjIYcGjoddTRoUsDaIXPjRynwjHap, birthday=1999-03-22, GPA=2.3}
Student{id=16, firstName=oCYLyPpsSlfiSPGkMTgqAHdvTaWiML, lastName=wFEnDpzLWXjHNTVyOmDiqRfjPKTQjP, birthday=1999-03-29, GPA=2.8}
Student{id=1632, firstName=WgbCohqmqrQYToincOQSkLESucAYJl, lastName=TtEVpTqsAbjSgliGXKcRfbpGcwXUlQ, birthday=1999-03-31, GPA=3.6}
Student{id=6791, firstName=nBDowOLVrQWqFvpGupSUKeEiRbFuzq, lastName=gJnfCSIfbDJGleVRcLTrzeJTcpNvft, birthday=1999-01-08, GPA=0.5}
Student{id=929, firstName=wBzfjfESMevmwIHfZwvaOpKnEaVIeQ, lastName=fsCRzyfyAvocBzrrBVXPSBHIfEgJvf, birthday=1999-01-20, GPA=3.2}
Student{id=4710, firstName=hYTZDGRfXfgeIudmXFfzMcsHVNLUFt, lastName=EQaTbLdXGIulVBMzXBzBfXhgGhcvJv, birthday=1999-01-26, GPA=3.4}
Student{id=5300, firstName=ssdpZapgRaFjRDfMESsIctfPQlPwBM, lastName=ZYfIIcVFUcOyLOmMPlfuOIZAzKGPor, birthday=1999-01-26, GPA=8.9}
Student{id=6710, firstName=OuTltsJaQoZrFbhEbApLjHZzFfTpXo, lastName=DqwqwLHdXajKEOXehKzOcfRMCZbShI, birthday=1999-02-23, GPA=1.7}
Student{id=659, firstName=AZFYRPeTHvMcssvuXWirmVpmwjvEhu, lastName=TfWQpYFHJfqywFylsidhhRjthZYwdS, birthday=1999-02-26, GPA=5.9}
Student{id=7933, firstName=ZCbjkzbYwWZDMlcSAlvLZeyAyiFPVR, lastName=GDQlpCvoGuoFwcYvmLfnciqUrZWRXP, birthday=1999-03-04, GPA=3.4}
Student{id=6746, firstName=wKWMgGnaRyIXsYoppaveITdCndBEwK, lastName=vTjIYcGjoddTRoUsDaIXPjRynwjHap, birthday=1999-03-22, GPA=2.3}
Student{id=16, firstName=oCYLyPpsSlfiSPGkMTgqAHdvTaWiML, lastName=wFEnDpzLWXjHNTVyOmDiqRfjPKTQjP, birthday=1999-03-29, GPA=2.8}
Student{id=1632, firstName=WgbCohqmqrQYToincOQSkLESucAYJl, lastName=TtEVpTqsAbjSgliGXKcRfbpGcwXUlQ, birthday=1999-03-31, GPA=3.6}
Student{id=6791, firstName=nBDowOLVrQWqFvpGupSUKeEiRbFuzq, lastName=gJnfCSIfbDJGleVRcLTrzeJTcpNvft, birthday=1999-01-08, GPA=0.5}
Student{id=929, firstName=wBzfjfESMevmwIHfZwvaOpKnEaVIeQ, lastName=fsCRzyfyAvocBzrrBVXPSBHIfEgJvf, birthday=1999-01-20, GPA=3.2}
Student{id=4710, firstName=hYTZDGRfXfgeIudmXFfzMcsHVNLUFt, lastName=EQaTbLdXGIulVBMzXBzBfXhgGhcvJv, birthday=1999-01-26, GPA=3.4}
Student{id=5300, firstName=ssdpZapgRaFjRDfMESsIctfPQlPwBM, lastName=ZYfIIcVFUcOyLOmMPlfuOIZAzKGPor, birthday=1999-01-26, GPA=8.9}
Student{id=6710, firstName=OuTltsJaQoZrFbhEbApLjHZzFfTpXo, lastName=DqwqwLHdXajKEOXehKzOcfRMCZbShI, birthday=1999-02-23, GPA=1.7}
Student{id=659, firstName=AZFYRPeTHvMcssvuXWirmVpmwjvEhu, lastName=TfWQpYFHJfqywFylsidhhRjthZYwdS, birthday=1999-02-26, GPA=5.9}
Student{id=7933, firstName=ZCbjkzbYwWZDMlcSAlvLZeyAyiFPVR, lastName=GDQlpCvoGuoFwcYvmLfnciqUrZWRXP, birthday=1999-03-04, GPA=3.4}
Student{id=6746, firstName=wKWMgGnaRyIXsYoppaveITdCndBEwK, lastName=vTjIYcGjoddTRoUsDaIXPjRynwjHap, birthday=1999-03-22, GPA=2.3}
Student{id=16, firstName=oCYLyPpsSlfiSPGkMTgqAHdvTaWiML, lastName=wFEnDpzLWXjHNTVyOmDiqRfjPKTQjP, birthday=1999-03-29, GPA=2.8}
Student{id=1632, firstName=WgbCohqmqrQYToincOQSkLESucAYJl, lastName=TtEVpTqsAbjSgliGXKcRfbpGcwXUlQ, birthday=1999-03-31, GPA=3.6}
Student{id=6791, firstName=nBDowOLVrQWqFvpGupSUKeEiRbFuzq, lastName=gJnfCSIfbDJGleVRcLTrzeJTcpNvft, birthday=1999-01-08, GPA=0.5}
Student{id=929, firstName=wBzfjfESMevmwIHfZwvaOpKnEaVIeQ, lastName=fsCRzyfyAvocBzrrBVXPSBHIfEgJvf, birthday=1999-01-20, GPA=3.2}
Student{id=4710, firstName=hYTZDGRfXfgeIudmXFfzMcsHVNLUFt, lastName=EQaTbLdXGIulVBMzXBzBfXhgGhcvJv, birthday=1999-01-26, GPA=3.4}
Student{id=5300, firstName=ssdpZapgRaFjRDfMESsIctfPQlPwBM, lastName=ZYfIIcVFUcOyLOmMPlfuOIZAzKGPor, birthday=1999-01-26, GPA=8.9}
Student{id=6710, firstName=OuTltsJaQoZrFbhEbApLjHZzFfTpXo, lastName=DqwqwLHdXajKEOXehKzOcfRMCZbShI, birthday=1999-02-23, GPA=1.7}
Student{id=659, firstName=AZFYRPeTHvMcssvuXWirmVpmwjvEhu, lastName=TfWQpYFHJfqywFylsidhhRjthZYwdS, birthday=1999-02-26, GPA=5.9}
Student{id=7933, firstName=ZCbjkzbYwWZDMlcSAlvLZeyAyiFPVR, lastName=GDQlpCvoGuoFwcYvmLfnciqUrZWRXP, birthday=1999-03-04, GPA=3.4}
Student{id=6746, firstName=wKWMgGnaRyIXsYoppaveITdCndBEwK, lastName=vTjIYcGjoddTRoUsDaIXPjRynwjHap, birthday=1999-03-22, GPA=2.3}
Student{id=16, firstName=oCYLyPpsSlfiSPGkMTgqAHdvTaWiML, lastName=wFEnDpzLWXjHNTVyOmDiqRfjPKTQjP, birthday=1999-03-29, GPA=2.8}
Student{id=1632, firstName=WgbCohqmqrQYToincOQSkLESucAYJl, lastName=TtEVpTqsAbjSgliGXKcRfbpGcwXUlQ, birthday=1999-03-31, GPA=3.6}
Student{id=6791, firstName=nBDowOLVrQWqFvpGupSUKeEiRbFuzq, lastName=gJnfCSIfbDJGleVRcLTrzeJTcpNvft, birthday=1999-01-08, GPA=0.5}
Student{id=929, firstName=wBzfjfESMevmwIHfZwvaOpKnEaVIeQ, lastName=fsCRzyfyAvocBzrrBVXPSBHIfEgJvf, birthday=1999-01-20, GPA=3.2}
Student{id=4710, firstName=hYTZDGRfXfgeIudmXFfzMcsHVNLUFt, lastName=EQaTbLdXGIulVBMzXBzBfXhgGhcvJv, birthday=1999-01-26, GPA=3.4}
Student{id=5300, firstName=ssdpZapgRaFjRDfMESsIctfPQlPwBM, lastName=ZYfIIcVFUcOyLOmMPlfuOIZAzKGPor, birthday=1999-01-26, GPA=8.9}
Student{id=6710, firstName=OuTltsJaQoZrFbhEbApLjHZzFfTpXo, lastName=DqwqwLHdXajKEOXehKzOcfRMCZbShI, birthday=1999-02-23, GPA=1.7}
Student{id=659, firstName=AZFYRPeTHvMcssvuXWirmVpmwjvEhu, lastName=TfWQpYFHJfqywFylsidhhRjthZYwdS, birthday=1999-02-26, GPA=5.9}
Student{id=7933, firstName=ZCbjkzbYwWZDMlcSAlvLZeyAyiFPVR, lastName=GDQlpCvoGuoFwcYvmLfnciqUrZWRXP, birthday=1999-03-04, GPA=3.4}
Student{id=6746, firstName=wKWMgGnaRyIXsYoppaveITdCndBEwK, lastName=vTjIYcGjoddTRoUsDaIXPjRynwjHap, birthday=1999-03-22, GPA=2.3}
Student{id=16, firstName=oCYLyPpsSlfiSPGkMTgqAHdvTaWiML, lastName=wFEnDpzLWXjHNTVyOmDiqRfjPKTQjP, birthday=1999-03-29, GPA=2.8}
Student{id=1632, firstName=WgbCohqmqrQYToincOQSkLESucAYJl, lastName=TtEVpTqsAbjSgliGXKcRfbpGcwXUlQ, birthday=1999-03-31, GPA=3.6}
Student{id=6791, firstName=nBDowOLVrQWqFvpGupSUKeEiRbFuzq, lastName=gJnfCSIfbDJGleVRcLTrzeJTcpNvft, birthday=1999-01-08, GPA=0.5}
Student{id=929, firstName=wBzfjfESMevmwIHfZwvaOpKnEaVIeQ, lastName=fsCRzyfyAvocBzrrBVXPSBHIfEgJvf, birthday=1999-01-20, GPA=3.2}
Student{id=4710, firstName=hYTZDGRfXfgeIudmXFfzMcsHVNLUFt, lastName=EQaTbLdXGIulVBMzXBzBfXhgGhcvJv, birthday=1999-01-26, GPA=3.4}
Student{id=5300, firstName=ssdpZapgRaFjRDfMESsIctfPQlPwBM, lastName=ZYfIIcVFUcOyLOmMPlfuOIZAzKGPor, birthday=1999-01-26, GPA=8.9}
Student{id=6710, firstName=OuTltsJaQoZrFbhEbApLjHZzFfTpXo, lastName=DqwqwLHdXajKEOXehKzOcfRMCZbShI, birthday=1999-02-23, GPA=1.7}
Student{id=659, firstName=AZFYRPeTHvMcssvuXWirmVpmwjvEhu, lastName=TfWQpYFHJfqywFylsidhhRjthZYwdS, birthday=1999-02-26, GPA=5.9}
Student{id=7933, firstName=ZCbjkzbYwWZDMlcSAlvLZeyAyiFPVR, lastName=GDQlpCvoGuoFwcYvmLfnciqUrZWRXP, birthday=1999-03-04, GPA=3.4}
Student{id=6746, firstName=wKWMgGnaRyIXsYoppaveITdCndBEwK, lastName=vTjIYcGjoddTRoUsDaIXPjRynwjHap, birthday=1999-03-22, GPA=2.3}
Student{id=16, firstName=oCYLyPpsSlfiSPGkMTgqAHdvTaWiML, lastName=wFEnDpzLWXjHNTVyOmDiqRfjPKTQjP, birthday=1999-03-29, GPA=2.8}
Student{id=1632, firstName=WgbCohqmqrQYToincOQSkLESucAYJl, lastName=TtEVpTqsAbjSgliGXKcRfbpGcwXUlQ, birthday=1999-03-31, GPA=3.6}
Student{id=6791, firstName=nBDowOLVrQWqFvpGupSUKeEiRbFuzq, lastName=gJnfCSIfbDJGleVRcLTrzeJTcpNvft, birthday=1999-01-08, GPA=0.5}
Student{id=929, firstName=wBzfjfESMevmwIHfZwvaOpKnEaVIeQ, lastName=fsCRzyfyAvocBzrrBVXPSBHIfEgJvf, birthday=1999-01-20, GPA=3.2}
Student{id=4710, firstName=hYTZDGRfXfgeIudmXFfzMcsHVNLUFt, lastName=EQaTbLdXGIulVBMzXBzBfXhgGhcvJv, birthday=1999-01-26, GPA=3.4}
Student{id=5300, firstName=ssdpZapgRaFjRDfMESsIctfPQlPwBM, lastName=ZYfIIcVFUcOyLOmMPlfuOIZAzKGPor, birthday=1999-01-26, GPA=8.9}
Student{id=6710, firstName=OuTltsJaQoZrFbhEbApLjHZzFfTpXo, lastName=DqwqwLHdXajKEOXehKzOcfRMCZbShI, birthday=1999-02-23, GPA=1.7}
Student{id=659, firstName=AZFYRPeTHvMcssvuXWirmVpmwjvEhu, lastName=TfWQpYFHJfqywFylsidhhRjthZYwdS, birthday=1999-02-26, GPA=5.9}
Student{id=7933, firstName=ZCbjkzbYwWZDMlcSAlvLZeyAyiFPVR, lastName=GDQlpCvoGuoFwcYvmLfnciqUrZWRXP, birthday=1999-03-04, GPA=3.4}
Student{id=6746, firstName=wKWMgGnaRyIXsYoppaveITdCndBEwK, lastName=vTjIYcGjoddTRoUsDaIXPjRynwjHap, birthday=1999-03-22, GPA=2.3}
Student{id=16, firstName=oCYLyPpsSlfiSPGkMTgqAHdvTaWiML, lastName=wFEnDpzLWXjHNTVyOmDiqRfjPKTQjP, birthday=1999-03-29, GPA=2.8}
Student{id=1632, firstName=WgbCohqmqrQYToincOQSkLESucAYJl, lastName=TtEVpTqsAbjSgliGXKcRfbpGcwXUlQ, birthday=1999-03-31, GPA=3.6}
Student{id=767, firstName=pLYHFdLYWYfwhSSefnXaBcGrSYlDrq, lastName=AivezTaNgOjgQzaoqUDmnXdKSOTaAF, birthday=2001-02-08, GPA=0.1}
Student{id=2921, firstName=UfYPHiUBjlTbbbOggyodbuYmKrRdyG, lastName=AtSucDRPgoyHvZmugcKkjwSMsKEUvm, birthday=2002-07-07, GPA=8.5}
Student{id=2899, firstName=SeKPcWvRjCJiKkiIeaZrAhvmkBwwlp, lastName=BVWFnBQesLgJRyYkHltuBFryGacAOH, birthday=2001-03-26, GPA=4.1}
Student{id=8513, firstName=PvzPXkZXBykhfVKIwKEGNAKWTOCvlr, lastName=BaTMcsHBssVENgvTSiKVlMTBDNuqii, birthday=2002-02-10, GPA=2.2}
Student{id=3834, firstName=dyULManECSKbRWCfRyoeLhyQGDuRom, lastName=BnYnhuvFvagCVeqKPfQcjutOhfIgoL, birthday=2002-01-27, GPA=1.9}
Student{id=8922, firstName=aemXMnNLbuQhNtQRbduGdGDanjyGAi, lastName=CfAIpyvUMbBjUcoeudsqRqIFtlXKiU, birthday=2000-06-04, GPA=3.8}
Student{id=3793, firstName=bDgBezefYeiPJKVivzvkHSTdEDrjFE, lastName=CvDwtGkQJVvRSFoZaVBkyNyLOvqEZj, birthday=1999-12-06, GPA=2.4}
Student{id=5626, firstName=JbHZCDFgXqoTLSvQkvjzKDvaZoOyUL, lastName=CvkcNVKGtuGyvHYwNwLUdbiqpYVvUK, birthday=1999-04-12, GPA=1.4}
Student{id=6346, firstName=hTlltkYOvhCVggvgqsokhiTsNkEDPP, lastName=DEfdQcMOJyasdTLiRpCYlltVPgnfaC, birthday=1999-12-28, GPA=4.6}
Student{id=2873, firstName=eGlvYGyCoghdEEODZQjVESECmXGDws, lastName=DGStEYwkRGXplnDkTFljUvdbgYyOpc, birthday=2001-08-10, GPA=6.3}
Student{id=767, firstName=pLYHFdLYWYfwhSSefnXaBcGrSYlDrq, lastName=AivezTaNgOjgQzaoqUDmnXdKSOTaAF, birthday=2001-02-08, GPA=0.1}
Student{id=2921, firstName=UfYPHiUBjlTbbbOggyodbuYmKrRdyG, lastName=AtSucDRPgoyHvZmugcKkjwSMsKEUvm, birthday=2002-07-07, GPA=8.5}
Student{id=2899, firstName=SeKPcWvRjCJiKkiIeaZrAhvmkBwwlp, lastName=BVWFnBQesLgJRyYkHltuBFryGacAOH, birthday=2001-03-26, GPA=4.1}
Student{id=8513, firstName=PvzPXkZXBykhfVKIwKEGNAKWTOCvlr, lastName=BaTMcsHBssVENgvTSiKVlMTBDNuqii, birthday=2002-02-10, GPA=2.2}
Student{id=3834, firstName=dyULManECSKbRWCfRyoeLhyQGDuRom, lastName=BnYnhuvFvagCVeqKPfQcjutOhfIgoL, birthday=2002-01-27, GPA=1.9}
Student{id=8922, firstName=aemXMnNLbuQhNtQRbduGdGDanjyGAi, lastName=CfAIpyvUMbBjUcoeudsqRqIFtlXKiU, birthday=2000-06-04, GPA=3.8}
Student{id=3793, firstName=bDgBezefYeiPJKVivzvkHSTdEDrjFE, lastName=CvDwtGkQJVvRSFoZaVBkyNyLOvqEZj, birthday=1999-12-06, GPA=2.4}
Student{id=5626, firstName=JbHZCDFgXqoTLSvQkvjzKDvaZoOyUL, lastName=CvkcNVKGtuGyvHYwNwLUdbiqpYVvUK, birthday=1999-04-12, GPA=1.4}
Student{id=6346, firstName=hTlltkYOvhCVggvgqsokhiTsNkEDPP, lastName=DEfdQcMOJyasdTLiRpCYlltVPgnfaC, birthday=1999-12-28, GPA=4.6}
Student{id=2873, firstName=eGlvYGyCoghdEEODZQjVESECmXGDws, lastName=DGStEYwkRGXplnDkTFljUvdbgYyOpc, birthday=2001-08-10, GPA=6.3}
Student{id=767, firstName=pLYHFdLYWYfwhSSefnXaBcGrSYlDrq, lastName=AivezTaNgOjgQzaoqUDmnXdKSOTaAF, birthday=2001-02-08, GPA=0.1}
Student{id=2921, firstName=UfYPHiUBjlTbbbOggyodbuYmKrRdyG, lastName=AtSucDRPgoyHvZmugcKkjwSMsKEUvm, birthday=2002-07-07, GPA=8.5}
Student{id=2899, firstName=SeKPcWvRjCJiKkiIeaZrAhvmkBwwlp, lastName=BVWFnBQesLgJRyYkHltuBFryGacAOH, birthday=2001-03-26, GPA=4.1}
Student{id=8513, firstName=PvzPXkZXBykhfVKIwKEGNAKWTOCvlr, lastName=BaTMcsHBssVENgvTSiKVlMTBDNuqii, birthday=2002-02-10, GPA=2.2}
Student{id=3834, firstName=dyULManECSKbRWCfRyoeLhyQGDuRom, lastName=BnYnhuvFvagCVeqKPfQcjutOhfIgoL, birthday=2002-01-27, GPA=1.9}
Student{id=8922, firstName=aemXMnNLbuQhNtQRbduGdGDanjyGAi, lastName=CfAIpyvUMbBjUcoeudsqRqIFtlXKiU, birthday=2000-06-04, GPA=3.8}
Student{id=3793, firstName=bDgBezefYeiPJKVivzvkHSTdEDrjFE, lastName=CvDwtGkQJVvRSFoZaVBkyNyLOvqEZj, birthday=1999-12-06, GPA=2.4}
Student{id=5626, firstName=JbHZCDFgXqoTLSvQkvjzKDvaZoOyUL, lastName=CvkcNVKGtuGyvHYwNwLUdbiqpYVvUK, birthday=1999-04-12, GPA=1.4}
Student{id=6346, firstName=hTlltkYOvhCVggvgqsokhiTsNkEDPP, lastName=DEfdQcMOJyasdTLiRpCYlltVPgnfaC, birthday=1999-12-28, GPA=4.6}
Student{id=2873, firstName=eGlvYGyCoghdEEODZQjVESECmXGDws, lastName=DGStEYwkRGXplnDkTFljUvdbgYyOpc, birthday=2001-08-10, GPA=6.3}
Student{id=767, firstName=pLYHFdLYWYfwhSSefnXaBcGrSYlDrq, lastName=AivezTaNgOjgQzaoqUDmnXdKSOTaAF, birthday=2001-02-08, GPA=0.1}
Student{id=2921, firstName=UfYPHiUBjlTbbbOggyodbuYmKrRdyG, lastName=AtSucDRPgoyHvZmugcKkjwSMsKEUvm, birthday=2002-07-07, GPA=8.5}
